#word	embedding
<pad>	0.454768, 2.37992, 0.86079, -0.262789, 0.0410906, -1.65936, 0.218974, -0.293345, 0.866258, -0.350226, 0.332834, 0.438807, -1.5947, -0.545649, -2.17453, -2.0558, -0.970675, 2.15198, -0.59721, 1.74292, 0.467117, -0.285984, 0.766828, -0.471923, -0.36947, 0.173807, 2.00558, -0.0175837, -0.404834, -1.18272, 0.876023, 0.94111, 2.20842, 0.976034, -1.6856, -0.733486, -0.428403, 1.19038, 0.488681, -0.0664081, -0.815947, 0.096828, -0.300796, -1.78405, 0.21767, -0.975795, -0.673048, -0.763374, -0.364188, -0.261861, 2.56883, -0.76668, -1.75968, 1.12777, -1.7805, 0.0296143, 1.7041, -1.9622, -1.26881, -0.401325, 0.441296, 0.64946, 0.919821, 0.882298, -0.996844, -0.711127, -0.0254467, 1.163, -0.272986, -1.30487, -0.222543, -1.33136, -0.836552, -0.010457, 0.71986, 0.590746, -0.257063, 1.91033, -1.68397, -0.112648, -0.404452, 0.77807, -1.63558, -0.702322, -1.31575, -1.07133, -0.819868, 2.17613, -0.519689, -0.818725, -0.144764, -0.0793737, -0.103448, 0.0966106, -0.914905, -1.52697, -0.0790287, -0.928764, 0.218731, 0.273177, 0.667187, -0.0130857, -2.39131, -0.966237, -0.247712, -0.979691, 0.643144, 0.404336, 1.57256, 1.19441, 1.60947, -0.270754, -0.571794, 0.669247, -0.211327, -0.0574035, 0.530739, -0.906616, 0.0221412, -0.192485, 0.261077, 0.759739, 0.850343, 1.11585, 0.388201, 1.49568, 0.0475501, -0.333359, -1.08816, -0.835012, 0.585318, -0.360619, -0.0222724, 0.940119, -0.099717, -0.398516, -0.914581, 0.570341, -0.747224, -0.553159, 0.164535, 0.683313, -0.28107, 2.51582, -0.161057, -1.09205, 0.0654777, 0.695666, 0.626076, 0.389186, 0.986521, 1.06806, 0.666331, -0.193533, 0.878226, 0.244073, -0.00582869, 1.15344, -0.899126, 0.789013, 0.657982, 0.939409, 0.531335, 0.918713, 0.454845, 0.251228, 0.247289, -0.489115, 0.745406, 0.887089, -0.576093, 0.967513, -0.870437, 1.34573, -0.993562, 1.71842, -2.58664, 0.844673, 1.14746, 0.2989, 0.456596, 0.667846, 0.0146262, -0.442845, 1.00817, 1.01409, 0.249415, -0.710688, -1.32754, 0.319691, 1.12892, -0.265122, 0.57073, 0.592455, 0.534663, 0.338521, -0.350976, -1.71209, -0.334791, 0.0888297, 1.24927, 1.3415, -1.48672, 2.68881, 0.338817, 1.64004, -0.225806, 0.926161, 0.741308, 0.75065, -0.0926328, -0.635898, 0.716686, 0.0364261, -1.42542, 2.71791, -0.927659, 1.2383, 1.53719, 0.760741, 1.85359, -0.724908, -0.489627, -0.00131341, -0.766495, -0.101238, -1.01023, -1.29364, -2.74661, -1.30456, -0.00311957, 0.196469, 0.432159, 0.187544, -1.24228, -0.364169, 0.54696, -0.901247, -1.47696, 0.393051, -1.38049, 0.803046, 0.152887, -0.380326, -0.104976, -0.965607, 0.0640166, 1.5781, 0.701862, -0.220175, -1.55048, -0.677374, 0.936505, -2.01777, -0.318994, -0.399167, 0.416433, -0.686448, 1.16461, -0.232981, -0.986299, -0.342412, -1.0028, -0.467219, -0.285283, -0.354394, 1.31073, 0.266784, -0.593406, -0.463401, 0.290316, 1.27247, -0.44339, -1.22759, 0.234904, 0.154534, 1.75158, -1.01976, -1.70118, 1.16937, -0.646701, -0.663439, -0.947178, -0.808715, -1.17094, 0.803658, -0.803699, 0.323066, -0.826718, 1.61499, 0.95917, -0.382181, -1.75874, 2.28402, -2.29731, 1.04454, 0.097975, -0.790422, -1.46044, -1.31542
is	0.00766915, -0.0746213, 0.170072, 0.0204609, -0.136381, 0.19912, 0.119144, -0.110599, 0.0686786, 0.0195572, -0.124526, -0.0602954, 0.0995049, 0.0111858, 0.142786, 0.262458, -0.0417036, 0.183672, -0.0785267, -0.0208262, -0.12215, 0.1769, 0.0474637, 0.0175617, 0.084196, -0.0494602, -0.186158, 0.187593, -0.0224617, 0.0598868, 0.0996481, -0.022263, -0.078314, 0.15618, 0.172623, 0.0951941, -0.165021, 0.114909, 0.0983675, -0.0967561, 0.112561, 0.0548575, -0.0269188, 0.0610837, 0.0415716, -0.0122428, 0.0276945, 0.1084, 0.0642107, -0.118788, 0.0332373, 0.0666106, 0.126456, -0.0830919, 0.173164, 0.0826613, 0.0953484, -0.00642856, 0.0252133, 0.0214376, -0.0188268, 0.153109, -0.110739, -0.175367, -0.113965, 0.0230656, -0.0115317, 0.0514883, -0.131757, 0.0814234, 0.0727693, 0.0427489, 0.115253, -0.0220623, 0.0715574, -0.0135046, 0.0792681, 0.0403724, 0.0790289, 0.356062, 0.0973087, -0.211472, 0.161832, -0.0772444, 0.0761722, -0.00434885, -0.092465, 0.13095, 0.253655, -0.0204823, 0.0960334, -0.146931, 0.00165602, -0.151946, -0.0279472, -0.159178, 0.0293373, 0.0908729, 0.0683592, 0.0744441, -0.0391427, 0.0513944, -0.12537, 0.089862, -0.182606, -0.0411857, -0.0282254, -0.0914413, -0.117011, -0.0980124, 0.0434257, -0.162867, -0.113269, 0.085717, -0.0514257, 0.154706, -0.0419302, -0.081442, 0.20825, 0.0883313, 0.0708911, 0.0310215, -0.163899, 0.0948573, -0.0240561, 0.0542374, 0.0242766, 0.0443123, 0.175478, 0.0747571, -0.0341908, -0.0109246, -0.0152878, -0.107993, 0.000594444, -0.0741622, 0.252585, 0.05633, 0.040188, -0.00247646, 0.182413, 0.0246052, 0.265089, -0.0215289, -0.0953822, -0.0446702, -0.0735828, -0.115355, 0.0474255, -0.0582432, 0.0428686, 0.0831174, 0.103886, 0.101901, 0.0293239, 0.0922382, 0.116806, -0.177296, -0.0358788, -0.21297, 0.0628353, 0.0987924, 0.0058316, 0.0651513, -0.026159, -0.0411748, 0.0487748, -0.0623719, 0.0805321, 0.0732986, -0.107238, -0.142683, 0.0421031, -0.0705079, -0.0373712, -0.0130719, 0.0151506, -0.0651044, 0.116604, 0.0370446, -0.0462895, -0.000541986, 0.00808224, -0.0575628, 0.0295037, 0.0844728, -0.0140671, 0.0754554, 0.146269, 0.131007, 0.0444761, 0.145051, -0.0207666, 0.0213068, -0.0943102, 0.13417, -0.198328, -0.0464071, -0.040704, -0.096866, 0.104075, -0.109253, -0.148024, 0.106007, -0.230252, 0.225055, -0.0771844, 0.0672278, 0.0932303, 0.0466349, 0.0614908, 0.0693517, 0.051775, 0.0984565, -0.206853, 0.198395, 0.186665, -0.118304, -0.140974, 0.147864, -0.0342391, -0.142667, -0.00226579, -0.0752949, 0.138263, 0.0269147, -0.0241206, 0.0261047, -0.081059, 0.206788, -0.0831798, -0.0475039, 0.0315226, 0.141649, 0.0533441, -0.0437777, -0.0878198, 0.00342065, -0.0218028, 0.060103, 0.00688454, 0.0129705, 0.173866, -0.132242, 0.0305793, -0.0757162, 0.0860616, 0.0592519, 0.081426, -0.0524853, -0.093865, -0.274763, 0.109949, 0.0862243, 0.0646303, 0.108525, -0.0274047, 0.101481, -0.120461, 0.0532311, 0.0939494, -0.166075, 0.0485918, 0.0730752, 0.0414621, 0.428505, -0.106028, -0.162369, -0.0917362, -0.0598989, -0.0487399, 0.144566, 0.073438, 0.0547822, 0.0533182, 0.133805, -0.0185607, -0.211298, -0.0784415, -0.147074, 0.0106678, -0.168101, -0.106926, 0.00159918, 0.134184, -0.00390565, -0.106379, -0.139153, 0.10156, -0.0124093, -0.230301, -0.0333593, -0.0944071, 0.182629, 0.0254835, 0.131609, -0.0184795, 0.0135347, 0.164248, 0.106366
so	-0.054603, -0.0262516, -0.00290092, 0.0835978, -0.0947343, 0.0720267, 0.0892802, -0.0478092, 0.103518, 0.0627664, 0.0357031, -0.145303, -0.0112045, -0.132524, -0.1833, 0.147956, 0.143074, 0.1472, -0.024967, -0.0441687, 0.0207975, 0.0212849, 0.208357, -0.0684591, 0.10791, -0.0325278, -0.0726395, -0.0643516, 0.104155, -0.0353607, -0.000913716, 0.142855, 0.0161833, -0.0486707, 0.0857402, 0.0115154, 0.0689075, -0.120768, 0.0212773, 0.105977, 0.170106, 0.0439112, 0.159212, -0.0379319, -0.0279231, 0.0196296, -0.0387239, -0.00442677, 0.0388071, -0.0230806, 0.165342, -0.0601411, 0.00759258, -0.0906725, 0.0178394, 0.0508953, -0.0474081, 0.00117652, 0.0977986, 0.0684444, -0.037208, -0.0144019, -0.0833446, -0.154023, -0.00668239, -0.0411496, -0.113073, 0.126323, -0.11494, -0.0305988, 0.145688, 0.122702, 0.0712611, -0.0172507, -0.0853849, -0.0770236, 0.0939585, 0.0918429, -0.0131147, 0.0628581, 0.0473488, 0.0526871, 0.111866, -0.0701369, -0.213964, -0.107484, -0.15616, 0.163337, -0.0120411, 0.057135, -0.0503375, 0.101599, -0.0855151, -0.102271, -0.0530601, -0.136202, 0.0477419, 0.0457969, -0.0441125, -0.0554485, -0.0613349, -0.0969098, 0.0644919, 0.0924248, -0.101715, -0.0035891, -0.0936061, -0.12337, 0.0900452, 0.0296962, -0.0588355, 0.013901, 0.0198466, -0.0498491, 0.205883, -0.0123346, -0.0101181, -0.0747335, 0.0331995, 0.0556021, -0.155117, 0.129382, 0.00464383, 0.139391, -0.0155831, 0.10251, -0.0800875, -0.0376377, -0.0386218, -0.0396846, 0.0442796, -0.154961, 0.0305224, -0.149934, -0.0654188, -0.133122, 0.042122, -0.0412516, 0.0307138, -0.0542028, 0.107519, -0.0675802, 0.0603913, -0.0345798, 0.12628, 0.101813, -0.100198, -0.116845, -0.180482, 0.116559, 0.0258086, 0.0920752, -0.113598, 0.0613864, 0.0407686, -0.0444603, -0.0426193, -0.0052932, -0.207864, 0.0610755, 0.0531878, 0.131044, -0.0597917, 0.124925, 0.0455776, -0.258414, -0.0002944, -0.0165892, 0.00129979, 0.00444463, -0.181342, 0.0790844, -0.0674394, 0.000145269, -0.0327826, -0.0405548, 0.0828279, -0.154561, 0.103678, -0.112393, -0.024857, -0.026164, 0.11904, 0.13597, 0.0836852, -0.0342886, -0.0993401, 0.0430451, 0.0527065, 0.039202, 0.00771749, -0.0741026, 0.111177, -0.0791976, -0.0318074, -0.0467613, -0.0606448, 0.0760115, -0.00954177, -0.172971, 0.0664103, 0.0402952, -0.073351, 0.0394655, 0.0104947, -0.0785504, -0.115534, -0.00923315, -0.0766651, 0.0296186, -0.0296558, 0.120973, 0.0221699, 0.0967873, -0.171838, 0.0568992, 0.188092, 0.0684621, -0.110907, 0.0308389, -0.0704777, 0.0407677, -0.0448216, 0.00744995, 0.191312, -0.0582181, 0.0738405, -0.0174076, 0.0745868, -0.122533, 0.0424435, -0.0640846, 0.063809, -0.0438717, -0.0496711, 0.0191828, -0.0958777, -0.0793175, 0.139444, -0.0490449, 0.0229395, 0.0497397, 0.0459175, -0.0943117, -0.0471006, 0.0357035, -0.0117895, 0.102511, -0.0641596, 0.124133, 0.0599995, -0.0623189, 0.193337, 0.122343, 0.0474096, -0.0805031, -0.0132869, 0.0356781, -0.0583612, -0.0199156, -0.0531603, 0.09703, -0.155321, 0.0461862, -0.0472693, 0.124597, 0.0567315, -0.0466206, -0.0497451, 0.0636447, 0.0236892, 0.110846, 0.151573, 0.0961278, -0.0888002, -0.180798, -0.00778869, -0.141968, -0.021256, 0.00282542, 0.106342, 0.00661265, 0.0546756, 0.0573117, 0.0481753, 0.00228675, -0.130109, -0.193038, -0.0263643, 0.19863, -0.0706789, 0.107895, -0.123876, 0.066585, -0.0654416, 0.00855531, 0.0232362, -0.0234263, 0.14584, -0.00236645
sad	0.189779, 0.0455929, 0.0690542, -0.0448956, 0.176063, 0.0192373, 0.349971, -0.0274539, 0.410515, 0.107987, 0.0428406, -0.155376, -0.164744, 0.0938032, 0.140803, 0.151597, 0.0114765, 0.0473507, -0.0914522, -0.160339, 0.0544995, 0.126413, 0.365783, 0.00569892, 0.282051, 0.0774587, 0.16136, -0.0186115, 0.202983, -0.209355, -0.102821, -0.0240993, 0.295651, -0.00083494, 0.0389121, -0.124206, 0.0894143, 0.192338, 0.0153723, 0.212817, 0.29111, -0.0274795, 0.207386, -0.114476, 0.157546, 0.0735508, -0.0649997, 0.146809, -0.209325, -0.0959204, -0.176662, 0.0146055, 0.279518, 0.0318263, 0.150146, 0.00234089, -0.143518, -0.0571911, 0.295374, -0.0985758, -0.185035, 0.210502, -0.031904, -0.0892531, 0.136397, -0.165058, 0.0738532, 0.0835493, -0.0469501, -0.0666485, -0.0280994, -0.00635991, -0.133175, -0.0538143, -0.28009, -0.0113889, -0.209466, 0.0458884, 0.430193, 0.22624, 0.0186203, -0.0232231, 0.154593, -0.0858739, -0.1834, -0.180502, -0.342652, 0.176435, -0.0676533, -0.0318105, 0.0909833, 0.0532234, -0.0614241, 0.0246894, -0.304752, 0.0805628, 0.249303, 0.138837, 0.0439024, -0.195429, -0.0946627, 0.30531, 0.0018729, 3.97803e-05, -0.0660035, 0.144408, 0.319917, -0.125327, -0.0213818, -0.0913569, -0.120705, 0.0185286, 0.0048174, -0.00566619, 0.208296, -0.159682, 0.235086, -0.125308, 0.317787, 0.167003, -0.126445, -0.0403684, -0.0566918, -0.206237, -0.156293, -0.240015, -0.139189, 0.152467, 0.221774, -0.0564087, -0.0799115, -0.0232512, -0.121128, 0.0869101, 0.0130304, -0.00976455, -0.138142, 0.177265, 0.0686454, -0.140371, -0.0716721, -0.00627752, 0.12117, -0.0303208, -0.0504257, 0.110068, -0.294622, 0.0166627, -0.0879897, -0.272987, 0.383148, 0.108921, -0.0980141, 0.229328, -0.282714, -0.0138587, 0.0485547, -0.0759116, -0.380687, -0.329018, -0.118133, 0.199782, 0.192582, 0.242042, 0.362788, -0.446019, 0.0393719, -0.135979, 0.22301, 0.122273, 0.109193, 0.140834, 0.0417662, -0.0881227, 0.0307413, 0.130353, 0.13533, -0.0729614, 0.34582, -0.0485841, 0.0466564, -0.0670493, -0.1427, -0.0639509, -0.292675, 0.208983, -0.19769, 0.385457, 0.216437, 0.122679, 0.0636784, 0.0738535, 0.00148176, -0.137447, 0.156666, 0.130726, 0.0560777, 0.0240131, -0.134129, 0.388025, -0.0131387, -0.0565422, -0.187182, -0.237544, -0.0233008, -0.0189565, -0.35158, 0.259288, -0.164555, -0.0200678, 0.0169897, 0.0473697, 0.0963767, -0.0914948, -0.0318126, 0.125329, 0.152454, -0.0457785, -0.18382, -0.00428491, 0.15142, 0.190816, -0.195681, 0.348781, 0.101298, -0.378592, 0.13123, -0.327491, -0.0524581, 0.161582, -0.101179, 0.177495, -0.0269177, -0.0139481, 0.400951, -0.00598126, -0.147427, 0.0599761, 0.138516, 0.177568, 0.250207, -0.237865, 0.178544, -0.168167, -0.197952, 0.273079, 0.12923, 0.0939464, -0.164674, -0.122694, -0.155388, 0.227096, 0.196278, 0.123438, -0.0667484, -0.19189, 0.228473, 0.0156821, 0.0344385, -0.0827371, -0.0954491, -0.00999778, 0.101816, 0.203467, 0.105591, 0.27216, 0.151075, 0.0670434, -0.182878, 0.233745, 0.161311, 0.194811, 0.287419, 0.204634, -0.0605382, -0.361008, -0.0463497, 0.0988685, -0.142651, -0.0276535, -0.0585859, -0.373212, -0.0203774, 0.120295, 0.0639265, -0.148433, -0.098659, -0.000838814, -0.107029, -0.198372, -0.144506, 0.0329884, 0.00278362, 0.148246, -0.151084, 0.0329233, -0.0589372, -0.0636578, 0.0852092, -0.0261165
for	-0.010199, -0.0488339, 0.0403765, 0.063062, -0.0199338, -0.0642433, -0.000505271, -0.0715396, 0.0669482, 0.0860377, -0.168672, -0.0418545, 0.0745069, -0.0237582, 0.020155, 0.134612, 0.149712, -0.0329233, -0.0984171, -0.115113, -0.0833269, 0.0638526, -0.0695942, 0.0761702, 0.0233489, 0.0326949, -0.186553, 0.0502108, 0.0106175, 0.091461, 0.00360477, -0.00967416, -0.0988048, 0.0654588, -0.00547785, 0.0464669, -0.135016, -0.0954918, 0.0331808, 0.0244823, 0.15788, -0.0123887, 0.0128384, -0.107405, -0.0888294, -0.0720684, -0.0252225, 0.172877, 0.0620261, 0.0928068, -0.0239468, 0.14574, -0.0339527, 0.0259409, -0.156752, 0.00490862, -0.0695116, 0.0446903, 0.0046487, -0.056348, -0.148328, 0.0254067, -0.131524, -0.177648, -0.0942969, -0.0493735, -0.0271453, -0.150341, -0.0825864, 0.150171, -0.0440758, 0.080321, 0.0352991, 0.0926265, 0.0242265, -0.0613399, 0.162748, 0.0835743, -0.00949442, 0.195631, -0.0625064, 0.0257071, -0.0336442, 0.0185606, 0.00155221, -0.0579274, -0.0744501, 0.0316347, 0.0529761, 0.0153762, 0.0988241, 0.0367996, 0.0826295, -0.246273, 0.0687274, -0.147677, 0.0571488, 0.0917551, -0.0341125, 0.0666214, 0.0235632, -0.142891, 0.0572439, -0.0906371, -0.0210409, 0.0379097, 0.0030814, -0.114361, -0.0137042, 0.119898, 0.032878, 0.0906398, -0.0625991, 0.0210989, 0.124361, 0.060371, 0.122617, 0.0514384, 0.0944812, 0.0624144, 0.0331844, -0.0373828, -0.107013, 0.0553472, -0.0255431, 0.0161898, 0.0641879, -0.027154, 0.146636, 0.0576534, 0.105101, -0.161336, -0.0984838, -0.108385, -0.0834125, -0.0857401, 0.0982073, -0.0783629, 0.00839421, 0.0271947, 0.131653, 0.0482331, 0.0828658, 0.0946446, -0.0614799, -0.0941527, -0.0301776, -0.139601, -0.1537, 0.14732, -0.0170176, 0.0315138, -0.0842627, -0.0152386, -0.0415181, -0.00943275, 0.0333566, -0.00978412, 0.049946, -0.0947054, 0.0470597, 0.0176108, 0.0283576, 0.132506, 0.0488146, 0.017461, -0.0193729, 0.0352722, 0.0193552, -0.00884221, -0.187199, -0.0935923, -0.0325409, -0.061549, -0.0504009, -0.00320428, 0.0634292, -0.077647, -0.0382013, 0.0981965, -0.155283, -0.152202, 0.0340438, 0.00951541, 0.033877, -0.00755394, -0.0941149, 0.0246007, 0.19221, 0.0115979, 0.0248445, -0.0349504, 0.099694, -0.0971996, -0.199581, -0.0143771, 0.0831707, -0.077934, -0.179191, -0.1734, 0.00492811, -0.0337982, -0.0524522, 0.092268, -0.0951007, -0.00927046, 0.000494772, 0.0962236, 0.0235333, -0.039495, 0.0104361, 0.120162, 0.0285673, 0.121361, 0.0621521, 0.0687388, 0.0291886, -0.0484155, -0.0771853, 0.024742, 0.0445269, -0.0444304, 0.0264457, -0.0505639, 0.143522, 0.00423796, -0.0351683, 0.0290663, 0.0620015, 0.0288692, 0.0312159, -0.0374844, 0.135886, -0.00162829, -0.0692275, -0.0227761, 0.0680295, -0.0276583, -0.018148, -0.0595111, 0.0591414, 0.00331947, 0.0033091, -0.0705204, 0.0897548, 0.0258002, 0.0206316, 0.0349347, -0.0567661, -0.0307976, 0.029314, 0.0244502, 0.0591728, 0.130845, -0.000272827, -0.000169638, 0.0611307, 0.100194, -0.0918151, -0.048985, -0.0174389, 0.0380006, -0.0168669, 0.0483807, 0.0538866, 0.0988275, -0.0396744, 0.0950981, -0.0364286, -0.0408929, 0.0683929, -0.0111467, 0.107632, 0.018995, 0.136726, 0.000565635, -0.0122639, -0.140203, -0.0462374, -0.106101, 0.0797124, -0.0360972, -0.0183376, 0.0862298, -0.00256702, 0.238548, -0.0468116, -0.0257717, 0.0408934, 0.028654, -0.0238919, 0.00650071, -0.0774413, 0.0825892, 0.00351597, 0.00226086, 0.0201072, 0.0719342, -0.0344322, 0.021843
my	0.143398, 0.0487336, 0.0948865, 0.328413, -0.0184489, -0.015487, 0.0364397, -0.132865, -0.122849, 0.101421, -0.0950974, -0.103918, 0.00232033, -0.0375246, -0.399445, 0.0602824, 0.315515, 0.113235, 0.151942, -0.148385, -0.0232368, 0.190659, 0.130469, 0.0463872, -0.148923, 0.0519187, -0.101974, 0.0129475, 0.113441, -0.084223, 0.238926, 0.0293763, 0.025637, 0.21957, 0.0027172, -0.1095, 0.140039, 0.0768893, 0.00972073, -0.0232089, -0.00480001, 0.00892726, 0.301848, 0.0144946, 0.290414, 0.198171, -0.0167802, 0.0211252, 0.18087, -0.0119464, 0.0886237, 0.0556537, 0.0511579, 0.063168, -0.10619, 0.212323, -0.135992, -0.054837, 0.0277716, -0.0732366, -0.0370879, -0.0256411, 0.215569, 0.0960402, 0.0796085, -0.00413791, -0.0822269, 0.0209001, -0.112557, 0.122111, 0.217481, -0.0253892, 0.0928928, 0.182196, -0.339395, -0.11082, 0.0445199, -0.02585, 0.190749, 0.156661, 0.038842, -0.41105, 0.37521, -0.00134696, -0.302122, 0.166015, -0.147734, 0.233985, -0.131181, 0.144215, -0.0955847, 0.0880056, -0.0301052, 0.00392751, -0.287938, 0.0995859, 0.0870782, 0.115718, 0.0662688, -0.0515615, -0.240641, -0.234141, -0.0413817, -0.30663, -0.0118504, 0.16423, -0.0427436, 0.324486, 0.114441, -0.309196, -0.481464, -0.0813927, -0.0112629, 0.196366, 0.172852, 0.0271244, -0.00434485, -0.121366, 0.10391, -0.0612619, -0.174505, -0.178487, -0.151016, 0.264579, -0.164874, -0.0843331, -0.247513, -0.0923958, -0.10283, 0.0272006, -0.379763, -0.218052, -0.168977, 0.0836135, -0.0368438, -0.156299, -0.121811, 0.168459, 0.0618157, 0.170898, -0.0247059, 0.0978528, -0.0845898, -0.171587, -0.0648265, -0.00121063, -0.245199, -0.0700272, 0.0461376, -0.171796, 0.167801, 0.145022, -0.240435, 0.0928303, -0.17009, 0.131532, -0.145509, -0.124575, -0.108997, 0.0792254, -0.0427553, -0.221498, -0.0435102, 0.437717, -0.0664021, -0.323595, 0.11182, -0.114462, 0.192576, -0.192328, -0.194772, 0.0992587, -0.116886, -0.221722, -0.328476, 0.0495396, 0.145429, -0.19655, 0.12719, 0.125112, -0.0980557, 0.197552, -0.0525079, 0.113994, -0.12266, 0.100504, -0.326935, 0.088023, 0.257073, -0.129209, -0.178193, 0.204461, 0.0109302, 0.0452439, -0.0361048, 0.0941047, -0.097938, 0.0604767, -0.0649948, -0.328057, -0.257337, 0.0958151, -0.0770315, 0.146612, 0.0411118, 0.0839312, -0.230416, 0.154778, 0.130551, 0.0727753, -0.0198033, 0.130486, -0.221078, -0.0260207, -0.203556, -0.111634, 0.157448, -0.0247158, -0.318228, -0.0128163, -0.209008, 0.0222942, 0.00908966, -0.12909, 0.188266, -0.366813, -0.0745906, 0.122201, -0.0882974, -0.138991, 0.139363, -0.117821, 0.230196, -0.052252, 0.0790466, 0.156186, -0.124887, 0.0163075, -0.130703, -0.134382, 0.0737267, -0.078916, -0.011247, -0.128369, -0.119123, -0.0143109, -0.222787, 0.168036, -0.230703, 0.146244, 0.0650418, -0.0929537, 0.00495153, 0.189906, 0.0383556, -0.0993675, -0.0167904, -0.209804, -0.162409, -0.158785, 0.0280459, 0.047135, 0.0737498, -0.116713, 0.203498, 0.252616, -0.0309908, 0.159681, -0.106041, -0.059297, -0.171401, 0.219083, 0.123001, 0.0852821, -0.00289866, -0.264948, 0.0240861, -0.172424, 0.0109568, -0.113485, 0.170761, -0.102958, 0.0696247, 0.259757, 0.085475, 0.306576, -0.00946977, -0.0199057, -0.353915, 0.0249051, -0.17052, 0.233981, -0.24032, -0.187565, -0.280843, -0.156509, -0.145655, -0.00146546, 0.0965488, -0.0696945
apl	0.139174, -0.0895689, -0.0728968, 0.231254, 0.0699575, 0.158032, -0.226866, -0.116805, 0.0668576, -0.00611502, 0.268888, -0.0197077, 0.0501587, 0.113997, -0.10554, 0.0737838, 0.0968527, 0.0774442, -0.189457, 0.0660399, -0.175993, -0.0138645, 0.0434429, 0.165366, -0.303271, -0.123182, 0.217371, -0.312799, 0.248563, -0.0283083, -0.111111, 0.0437234, -0.143408, 0.0236457, -0.0651754, -0.0930051, 0.00686267, 0.15316, 0.0332505, -0.275023, -0.165517, 0.204815, 0.114749, 0.234471, 0.202857, -0.0134743, -0.285777, -0.249458, -0.0197352, 0.120363, -0.14884, -0.00772003, -0.164346, -0.0144828, 0.0375753, 0.37835, 0.0298493, 0.0114191, 0.113433, -0.0800763, 0.300435, -0.0901606, 0.0905898, -0.0272967, 0.20252, -0.307413, 0.0523931, 0.0834075, 0.210682, 0.161688, -0.182109, 0.0135804, -0.00541518, 0.236611, -0.087632, 0.231936, 0.113621, -0.278944, 0.107513, -0.0690665, 0.109401, -0.0996593, 0.119346, -0.184505, -0.0319166, 0.0333673, -0.0153188, 0.199267, 0.100143, -0.158655, -0.365104, -0.201349, -0.176119, -0.0787881, -0.0740273, 0.252922, -0.0695061, 0.207548, 0.123204, -0.134075, -0.155474, -0.00577239, -0.162286, -0.0750157, -0.0610442, 0.204338, 0.000177204, -0.106042, 0.363882, -0.0726418, -0.00525418, -0.10007, 0.297924, -0.164747, 0.0252615, 0.189534, -0.104636, -0.299619, 0.150094, -0.295886, 0.199908, -0.0820146, -0.433614, 0.202469, 0.13069, 0.360815, -0.468412, 0.0405591, 0.06837, 0.00759716, -0.0106727, -0.0766235, -0.0155627, 0.0646768, 0.0609563, 0.0596907, -0.187242, -0.076352, 0.0888527, -0.0294961, 0.146787, -0.0451155, -0.197711, 0.114584, 0.24848, -0.0576712, 0.0363937, 0.0208256, -0.363443, 0.114726, 0.103429, 0.0577147, -0.00673966, 0.183488, 0.0716953, -0.382142, -0.198198, 0.0995516, -0.00319407, -0.250659, -0.138682, 0.0511881, -0.0543202, 0.286008, 0.105917, -0.358093, 0.0964308, 0.144345, -0.0878013, 0.0697952, -0.155949, -0.0347979, 0.0942921, 0.0501917, -0.106211, 0.258329, -0.00323191, -0.186768, 0.189095, -0.00958736, 0.00806271, -0.110741, -0.146804, -0.242147, 0.269563, 0.0582579, -0.258051, -0.108572, -0.179015, 0.109316, -0.160918, 0.0575774, 0.149655, -0.225764, 0.106667, 0.26807, -0.00796284, -0.137441, 0.12446, -0.172527, 0.0798221, -0.0350914, 0.0417686, -0.230135, -0.0208927, -0.304102, -0.161451, 0.0935216, -0.116777, 0.282296, 0.0478663, -0.0749086, -0.0422485, -0.180271, -0.0985139, 0.0201455, -0.0831093, -0.035506, -0.187567, -0.0455536, -0.158498, -0.0396581, 0.0157009, 0.0847103, 0.0114481, -0.0793459, 0.0212037, 0.171422, 0.205145, -0.159559, -0.263544, 0.0237394, -0.0481581, 0.0120197, 0.246351, 0.0895623, 0.255276, -0.238927, 0.148253, -0.107232, -0.0330659, -0.0180708, -0.0137759, 0.0289336, -0.0152295, -0.136796, -0.0113804, 0.227409, -0.275382, 0.0777625, -0.0169457, -0.0415166, -0.0104365, -0.0508942, 0.00387048, -0.252569, -0.0811067, -0.132107, 0.0477362, -0.0208272, -0.100339, 0.0363375, 0.0768861, -0.148721, 0.0209554, 0.0228073, -0.0727713, 0.113764, -0.000603323, -0.181438, 0.00263276, 0.188282, 0.214366, 0.334325, 0.291712, 0.159763, -0.0130109, 0.0477471, -0.189501, 0.10341, -0.232229, 0.113615, 0.0233745, 0.0199523, 0.126519, -0.0240711, 0.0563945, 0.130164, -0.00270241, -0.0284756, 0.0808874, 0.0853661, -0.038234, 0.0229831, 0.150213, -0.0860995, -0.028089, -0.238221, 0.0495011, -0.0393027
